Median_House_Value,Median_Income,Median_Age,Tot_Rooms,Tot_Bedrooms,Population,Households,Latitude,Longitude,Distance_to_coast,Distance_to_LA,Distance_to_SanDiego,Distance_to_SanJose,Distance_to_SanFrancisco
161500,4.0333,10,680,143,354,140,39.15,-121.1,127036.0144,621456.9802,798305.4009,213318.0677,191950.6158
152000,3.1042,14,1006,187,462,185,39.18,-121.16,128415.1801,626680.7202,803662.0147,214853.3264,191541.7131
128300,2.9688,16,1039,182,554,184,39.2,-121.2,129491.6038,630173.1809,807239.9138,215970.7294,191381.557
144400,2.8102,13,3883,763,1816,682,39.23,-121.15,133964.1812,631340.4839,808185.3555,220415.5884,196576.2635
160100,3.67,14,3338,608,1373,562,39.27,-120.83,147884.2008,624290.3968,799864.7666,234251.3906,216967.5754
182500,2.8942,16,1497,275,737,243,39.22,-120.99,137538.3174,624607.325,800919.0686,223880.7103,203920.698
149500,3.2303,17,2277,459,1149,476,39.17,-121.02,131431.5108,620591.7661,797122.408,217765.0384,197962.8241
172800,3.9537,17,3127,539,1390,520,39.25,-121.06,138651.1302,630116.9015,806613.6583,224952.921,202905.6774
116300,0.9283,10,614,141,195,95,39.33,-120.17,184134.7393,611432.3292,783535.2517,267892.0571,261907.2994
264100,5.0782,28,2851,496,1287,496,33.94,-117.95,27055.9315,29812.21521,154608.3571,519049.446,587082.6973
166100,2.7125,14,999,232,1037,244,33.93,-117.94,26505.39643,31122.65744,153191.1416,520492.8776,588526.1858
178200,4,32,1661,312,1201,302,33.92,-117.95,25085.24463,30812.24719,152657.954,520698.8225,588733.1861
459600,6.7528,30,2577,404,1076,374,33.89,-117.94,22733.71704,33311.84853,149293.8668,523796.5093,591831.5
137500,3.875,25,1025,266,726,183,33.86,-117.98,17921.19233,32378.70313,148265.3697,523838.4254,591871.8612
174300,3.5855,35,1691,367,1265,378,33.86,-117.97,18417.11835,33077.07614,147790.3625,524448.8717,592482.8499
141700,3.6471,12,1370,367,1022,296,33.86,-117.97,18417.11835,33077.07614,147790.3625,524448.8717,592482.8499
191100,2.1991,44,308,87,301,100,33.87,-117.92,22140.68069,36080.06089,146452.6723,526684.878,594719.8929
293500,7.2893,32,2458,359,967,409,33.88,-117.93,22392.46756,34693.39797,147873.0445,525240.652,593275.6552
235600,5.2336,34,1851,291,784,290,33.88,-117.91,23584.72942,36245.63394,146983.8307,526474.341,594508.8329
243400,5.7519,27,2091,336,1037,332,33.88,-117.89,24857.3233,37824.11792,146112.851,527711.331,595744.9041
148900,3.0465,32,1569,422,835,386,33.87,-117.89,24085.87817,38400.73602,145130.3811,528536.4455,596570.5677
114400,3.5333,15,1705,478,759,479,33.9,-117.88,27096.05355,37565.58554,147660.5512,526685.7767,594717.0504
218400,3.0214,19,3583,911,2300,871,33.89,-117.88,26296.33662,38081.32518,146671.54,527507.8874,595540.0674
265500,3.6946,17,3218,923,1701,824,33.89,-117.88,26296.33662,38081.32518,146671.54,527507.8874,595540.0674
350000,5.2949,33,45,11,34,10,33.85,-117.87,24094.30225,41154.65433,142300.7811,531424.7413,599458.9385
272200,6.5843,20,3977,540,1886,541,33.88,-117.86,26891.70381,40234.28745,144841.288,529572.9546,597604.3968
200000,2.7759,18,2705,713,2726,674,33.85,-117.88,23354.45737,40385.29643,142733.5888,530806.8665,598841.4441
264300,6.7837,19,3544,542,1787,560,33.89,-117.84,29018.86629,41366.74619,145016.1105,529998.4892,598026.7924
235000,3.5625,18,133,29,95,23,33.86,-117.81,29322.50472,45352.80916,140808.0683,534328.9172,602357.5753
303000,6.3303,14,4039,669,1905,670,33.92,-117.87,29361.33941,37459.91713,149231.3213,525668.8711,593696.8007
306400,6.5841,14,1956,282,671,269,33.93,-117.83,32704.04316,40488.76348,148636.3988,527358.9933,595379.4805
259300,7.5744,25,1137,170,524,164,33.9,-117.82,31149.77502,42577.70627,145223.2139,530431.8621,598456.0719
366300,7.4947,4,37937,5471,16122,5189,33.89,-117.74,35893.13239,49827.81078,141221.1201,536280.8845,604292.7815
288200,7.0592,16,3182,429,1663,428,33.87,-117.76,33023.11918,48995.24391,139899.0587,536644.2417,604664.2344
410500,8.7124,15,3764,510,1448,468,33.84,-117.76,30265.90333,50473.30683,136849.0098,539091.4279,607116.5811
388700,8.847,14,1206,142,572,149,33.81,-117.8,25416.4885,49000.92464,135402.3872,539060.004,607092.7195
237100,5.2541,5,3178,631,1467,581,33.8,-117.69,30476.20643,58278.2952,130208.6752,546747.43,614768.7586
279600,6.8667,24,1684,232,781,230,33.6,-117.66,13733.39073,73726.92869,108741.9093,565095.8251,633130.8389
288100,7.5791,18,4552,706,1918,671,33.59,-117.66,13215.3172,74492.05549,107738.6704,565929.1873,633964.0039
257800,6.1493,16,5175,799,2717,813,33.62,-117.66,14964.87299,72223.72041,110754.6151,563431.9788,631467.0764
214200,5.5545,16,2483,443,1357,400,33.57,-117.66,12415.32773,76047.99391,105738.7162,567598.7685,635632.885
170800,4.7981,16,2102,350,1003,328,33.54,-117.67,10986.73999,77809.81462,103180.3949,569501.9556,637533.507
302000,6.8588,3,8874,1302,3191,1027,33.64,-117.49,29867.75828,83341.2753,107235.1517,572370.6828,640388.3413
282000,4.0313,31,3959,856,1919,775,33.42,-117.61,19155.53759,91519.21017,88782.73557,583243.2374,651267.7698
387300,6.3401,7,7684,1088,2812,1057,33.46,-117.63,17094.40629,86921.64813,93580.40135,578658.0989,646685.3444
346200,6.5954,17,2036,272,713,265,33.44,-117.61,19849.39948,89817.76051,90748.16151,581554.1445,649581.3159
500001,2.3846,22,809,180,334,157,33.48,-117.66,13574.8959,83425.06136,96859.8371,575158.199,643184.283
295900,6.1785,5,4549,786,1238,632,33.51,-117.73,6281.797693,76741.20055,102992.982,568406.1735,636426.4744
314000,8.8636,12,3473,466,1569,450,33.59,-117.68,11573.33975,73165.85607,108554.2825,564705.1815,632739.3442
500001,10.3953,8,2887,351,1176,351,33.58,-117.69,10230.89149,73305.76971,107982.2181,564931.1657,632964.2707
285600,6.126,7,4458,731,1731,704,33.47,-117.68,12618.70646,83106.70115,96803.7939,574798.4491,642820.2202
189600,4.0167,18,2626,530,1302,522,33.51,-117.66,12327.86484,80903.262,99795.73486,572630.0666,640659.6959
184400,2.9762,19,1258,246,545,227,33.51,-117.67,11434.46123,80289.97841,100232.769,572024.2647,640052.8456
350000,3.8403,21,1857,399,881,380,33.47,-117.7,11195.99481,81960.13109,97747.48724,573597.3554,641615.8032
341400,7.618,5,2840,403,1363,403,33.54,-117.68,10060.04247,77183.23801,103611.3762,568894.4814,636925.1765
144300,4.877,6,3673,881,1846,768,33.57,-117.71,8077.199272,72845.2273,107864.7643,564552.9737,632583.7823
434700,8.7591,4,7474,1037,2969,1007,33.5,-117.7,9255.05456,79345.9245,100620.0256,571056.6924,639080.0967
162500,2.8192,29,5650,1084,3985,1056,33.68,-117.7,17744.32781,65061.60901,118366.6359,555988.7659,624023.4477
337100,7.3141,15,2102,295,1060,303,33.71,-117.77,19149.70605,57967.52787,124224.0041,549189.0857,617224.1746
207500,5.5464,3,3636,749,1486,696,33.7,-117.77,18042.51237,58705.40022,123236.9352,550021.0282,618055.9849
67500,2.2969,16,1230,242,380,246,33.64,-117.72,12951.28229,66634.08938,115186.6888,558084.398,626119.0259
386100,10.4498,11,4508,618,1993,573,33.72,-117.76,20356.7387,57949.9076,124795.1231,548973.5721,617008.6051
162500,2.885,9,5206,992,4660,978,33.71,-117.82,15824.9443,54569.95106,126412.8027,546128.2569,614161.7653
184100,3.7988,14,1413,372,744,338,33.69,-117.77,16935.94184,59454.91205,122252.0101,550853.9563,618888.6724
240000,5.7759,5,2638,521,1179,480,33.67,-117.8,14663.44624,59032.15044,121628.5706,550694.0791,618726.1094
450000,2.4233,5,1256,256,880,288,33.69,-117.81,15303.72361,56793.67824,124020.4325,548410.5233,616443.3493
375700,7.5847,5,4050,584,1986,598,33.71,-117.77,19149.70605,57967.52787,124224.0041,549189.0857,617224.1746
331200,7.3518,16,2207,291,1081,308,33.71,-117.78,18831.98155,57274.38065,124650.9539,548575.3053,616610.2733
291300,7.2074,3,8240,1410,3318,1270,33.73,-117.79,19380.62919,55113.11405,127050.1442,546297.9861,614333.0839
340000,8.7385,16,3067,396,1275,372,33.69,-117.79,16849.35823,58110.19505,123125.3363,549630.6217,617664.5886
500001,7.866,36,2057,329,658,309,33.56,-117.79,2397.348529,68941.24512,110643.3334,560568.3284,628587.0988
350000,2.5197,15,1010,274,649,261,33.67,-117.82,13449.57923,57765.87966,122548.9398,549479.0266,617509.3088
291700,5.3423,16,1574,385,515,363,33.66,-117.83,12161.62183,57977.87211,122061.1055,549713.6967,617741.7839
383900,10.0757,16,1414,191,635,230,33.66,-117.81,13658.50502,59210.96337,121122.626,550925.4073,618955.646
198300,2.4132,11,6840,1689,6083,1629,33.64,-117.84,10622.5926,59084.66618,120641.955,550795.5893,618819.5963
500001,7.9367,23,3166,411,1092,345,33.62,-117.86,8527.669451,59714.42322,119757.9007,551285.9464,619303.1269
105800,2.8583,19,1144,268,365,279,33.62,-117.72,11067.03821,68187.0428,113209.6582,559754.4296,627788.2068
322600,3.6484,16,2371,725,1738,686,33.61,-117.7,11424.56527,70285.09977,111373.8286,561811.9026,629846.1113
72500,2.7601,25,1949,459,602,428,33.6,-117.71,9986.876235,70419.85677,110809.6451,562037.5687,630070.7349
500001,12.3411,4,1741,225,811,233,33.64,-117.81,11462.91852,60870.73624,119203.4802,552606.8135,620634.8083
500001,4.8,40,2790,531,952,424,33.61,-117.91,4042.400445,58035.02792,121438.3296,549153.217,617157.1733
500001,3.6538,25,2465,585,906,472,33.6,-117.9,5295.08472,59469.04644,119995.8487,550600.3201,618604.2573
500001,5,42,1301,280,539,249,33.61,-117.89,5848.877454,59036.87004,120379.3542,550343.089,618351.858
500001,4.2222,45,1883,419,653,328,33.61,-117.89,5848.877454,59036.87004,120379.3542,550343.089,618351.858
500001,3.4937,44,1469,312,507,266,33.61,-117.9,4941.426466,58530.80455,120906.4185,549747.7304,617754.1458
339800,3.9375,28,2466,507,1081,465,33.64,-117.9,5328.619586,55754.41618,123657.8894,547195.5342,615208.8061
272300,4.4135,30,2196,486,1131,460,33.65,-117.9,5887.733647,54842.81073,124581.391,546346.6743,614362.0359
326100,3.6406,40,1958,333,876,364,33.64,-117.91,4507.804819,55233.90718,124177.836,546598.4599,614609.5778
439100,6.5928,28,1765,390,832,349,33.62,-117.94,1120.703373,55648.15139,123960.287,546519.7,614518.4282
185400,2.7143,31,1291,356,1252,373,33.64,-117.93,3052.160227,54225.09433,125232.0016,545406.8516,613413.3437
177800,2.7543,15,1707,514,1335,434,33.64,-117.93,3052.160227,54225.09433,125232.0016,545406.8516,613413.3437
225000,3.5179,29,1253,375,1198,362,33.65,-117.93,3948.305755,53287.5166,126143.8007,544555.4188,612564.3085
261000,6.4441,26,2822,473,1258,469,33.69,-117.93,8087.736768,49609.29509,129822.1978,541159.1162,609176.6047
243300,4.0341,26,5761,1326,2681,1116,33.66,-117.91,5944.533881,53400.64366,126020.1445,544899.968,612915.3714
233100,5.2138,20,5330,976,2734,1000,33.69,-117.88,10283.84413,52438.20987,127317.9781,544165.9779,612191.6578
157500,3.375,36,191,42,208,37,33.71,-117.86,13176.56856,51987.24623,128258.4334,543694.2565,611724.7154
197800,4.65,25,4343,847,3872,850,33.72,-117.89,12553.21671,49301.59097,130642.6202,541036.1293,609064.5043
162500,4.5757,15,2289,686,982,634,33.7,-117.9,10154.52803,50405.56856,129243.4192,542116.6137,610140.9149
131500,2.6771,23,1818,522,958,485,33.74,-117.83,17515.23743,51606.66989,129778.6489,543013.1624,611047.6625
170800,2.1992,26,2589,1003,5756,983,33.74,-117.85,16382.71952,50256.28028,130680.6444,541790.9732,609824.576
182100,3.7202,30,2651,572,3249,552,33.73,-117.86,14941.41329,50379.22594,130176.5375,542017.8408,610050.104
177400,3.0824,33,1308,375,2175,347,33.73,-117.89,13551.24449,48472.68953,131592.3265,540195.81,608225.3485
178500,3.9659,26,1324,314,1804,311,33.73,-117.9,13185.52999,47855.90786,132073.9855,539590.1291,607618.5536
173100,4.7679,25,808,163,1066,189,33.74,-117.9,14226.21449,47027.89023,133022.7121,538749.9199,606779.5065
163900,4.0769,32,728,134,837,135,33.73,-117.89,13551.24449,48472.68953,131592.3265,540195.81,608225.3485
159400,3.1691,16,1444,446,2329,441,33.74,-117.88,14954.97718,48292.23271,132071.2192,539963.8553,607995.3553
183300,2.246,6,2992,1194,3800,1130,33.76,-117.87,17358.49988,47383.52808,133528.2682,538899.8394,606933.5051
162500,2.6635,18,697,255,812,221,33.75,-117.87,16366.08786,48154.33462,132564.3435,539735.4575,607768.4966
350000,1.7019,26,411,114,448,95,33.75,-117.87,16366.08786,48154.33462,132564.3435,539735.4575,607768.4966
195400,4.5125,50,1344,228,747,234,33.75,-117.88,15957.71616,47497.71611,133029.3694,539126.3736,607158.7158
240300,4.6111,39,4159,655,1669,651,33.77,-117.86,18766.13722,47313.06079,134041.093,538676.873,606711.4373
219400,3.6806,22,378,78,196,81,33.76,-117.84,18739.93648,49434.98219,132172.978,540734.6464,608769.4774
213800,4.5461,33,1866,327,1053,371,33.76,-117.85,18244.19533,48743.28549,132619.7588,540122.2238,608156.7669
229600,4.3698,26,2110,409,1146,407,33.76,-117.84,18739.93648,49434.98219,132172.978,540734.6464,608769.4774
500001,11.4537,25,2260,261,719,254,33.76,-117.78,22296.73317,53731.22982,129600.1386,544426.2351,612460.7203
359200,7.1882,27,2578,314,976,340,33.77,-117.82,20710.41192,50135.20279,132277.4027,541131.6735,609166.7677
218100,4.8542,29,1454,236,724,262,33.79,-117.83,22055.62387,48033.83855,134675.9195,538857.5123,606892.4656
196000,3.8681,31,2016,409,1095,405,33.8,-117.83,23017.43956,47365.26574,135661.5007,538029.4176,606064.1197
220100,2.9312,25,2070,513,1078,460,33.79,-117.83,22055.62387,48033.83855,134675.9195,538857.5123,606892.4656
215000,3.125,25,2635,660,1710,634,33.78,-117.86,19763.11153,46581.35509,135012.8418,537844.1295,605878.991
227100,5.3439,23,2377,403,1101,408,33.83,-117.86,23646.7524,43167.11482,139902.907,533695.6365,601730.2666
224700,4.375,34,1127,185,588,181,33.85,-117.88,23354.45737,40385.29643,142733.5888,530806.8665,598841.4441
189900,3.2301,23,2870,653,1680,598,33.84,-117.93,19109.61172,37338.6245,144003.3442,528561.6424,596596.3491
185700,4.8438,36,1951,365,1254,358,33.85,-117.96,18057.8594,34501.60378,146362.582,525893.6138,593927.5611
255500,4.9115,31,2982,547,1895,570,33.84,-117.99,15545.09995,33234.2819,146851.5463,524902.1331,592933.1999
220700,4.6042,31,1252,225,714,226,33.84,-117.98,16061.35456,33890.102,146365.9363,525509.9372,593541.8766
228500,3.2823,17,3419,932,2460,766,33.83,-117.98,15168.23619,34674.59571,145419.6691,526347.2227,594378.241
205200,2.9891,26,2335,504,1121,502,33.82,-117.97,14922.66969,36115.41225,143988.0272,527792.389,595823.3592
216700,5.0599,35,1107,207,641,210,33.83,-117.95,17008.3317,36669.05144,143979.2792,528173.0418,596206.369
228600,5.0764,24,4735,955,2600,868,33.82,-117.94,16941.87703,38101.67807,142551.1911,529618.0708,597651.3618
212500,1.425,17,382,86,272,81,33.83,-117.92,19075.33109,38758.59424,142578.8936,530006.436,598041.1231
161400,3.0288,37,1039,260,719,243,33.83,-117.91,19802.70162,39473.64888,142121.1937,530619.2372,598654.1698
170800,2.5509,32,1855,527,2568,504,33.83,-117.91,19802.70162,39473.64888,142121.1937,530619.2372,598654.1698
184600,2.9479,32,2696,640,2330,626,33.82,-117.91,19150.64149,40180.49378,141154.842,531451.3096,599485.9769
182900,2.3843,29,1444,326,1038,271,33.82,-117.91,19150.64149,40180.49378,141154.842,531451.3096,599485.9769
350000,3.0789,23,1368,397,1940,358,33.8,-117.9,18797.96775,42333.90363,138765.9745,533729.4878,601763.7482
197400,3.7917,32,2726,556,1513,531,33.82,-117.96,15569.98275,36766.27725,143504.6576,528400.1051,596431.9549
202800,3.1087,24,3002,644,1495,634,33.82,-118,13180.42847,34237.8078,145464.1503,525974.3432,594002.0302
182900,2.4526,23,3284,795,3257,758,33.81,-117.99,12860.31997,35683.13731,144029.5904,527419.7037,595447.3353
162500,4.1667,46,38,8,66,14,33.81,-117.99,12860.31997,35683.13731,144029.5904,527419.7037,595447.3353
215600,5.152,35,897,156,479,161,33.81,-117.98,13480.00476,36294.9485,143534.261,528024.8285,596053.6646
206300,2.8042,26,4022,1081,2457,1001,33.81,-117.97,14133.01725,36919.67815,143043.2592,528630.8056,596660.7384
191400,4.3036,32,2161,432,1503,402,33.8,-117.98,12697.92852,37128.56598,142595.2143,528865.1393,596892.7161
213300,3.2857,21,2695,707,1888,683,33.79,-117.99,11265.46045,37392.01886,142160.6513,529103.1018,597127.885
224200,4.1818,34,2456,410,1289,442,33.79,-117.97,12699.32949,38574.09038,141161.0298,530310.6499,598338.1724
191000,3.9536,26,4115,883,2184,825,33.78,-117.95,13673.0476,40629.2789,139234.8623,532361.2519,600389.9305
229200,6.37,35,1330,201,658,217,33.78,-117.96,12864.49258,40019.70756,139727.0448,531756.2355,599783.7041
214300,2.8,23,2757,734,1811,707,33.8,-117.94,15608.56498,39644.98107,140644.458,531290.5817,599322.3429
215700,5.237,32,1219,192,634,197,33.8,-117.95,14848.10086,38998.36116,141125.4867,530682.9517,598713.8263
198700,3.1726,29,3692,969,2683,881,33.79,-117.92,16646.09554,41740.29192,138739.5429,533344.3628,601376.8649
177900,4.0362,33,2729,549,2223,535,33.78,-117.91,17025.74384,43178.84911,137311.4706,534789.7498,602822.2116
133800,2.9726,9,3553,1035,2017,986,33.78,-117.95,13673.0476,40629.2789,139234.8623,532361.2519,600389.9305
196900,4.32,29,1518,312,1086,317,33.76,-117.98,10201.63892,40596.64291,138864.5631,532236.3233,600257.7662
186700,4.015,30,5268,1093,4480,1050,33.75,-117.94,13356.74327,43760.32412,135919.7943,535489.3717,603515.3612
190700,3.9107,26,3361,722,2709,648,33.75,-117.97,10677.49399,42040.8167,137427.195,533682.25,601703.6389
174100,4.1577,24,3202,703,3308,714,33.76,-117.93,14539.04318,43519.55298,136369.7445,535252.5776,603281.1532
190400,3.0902,26,5556,1398,4545,1333,33.77,-117.91,16638.51909,43966.80965,136356.3695,535626.8737,603658.5033
156300,2.6442,23,893,223,1149,216,33.75,-117.92,14797.63789,44964.8843,134937.5588,536698.3531,604726.8779
189300,4.3882,24,5321,1063,4011,1047,33.74,-117.92,13710.16297,45803.05823,133993.2747,537539.3254,605566.5833
201200,3.7162,16,2768,600,1182,563,33.74,-117.95,12231.05909,44047.07409,135483.9756,535729.7472,603752.7231
219200,2.3674,18,2594,539,817,485,33.68,-117.96,6752.719446,48981.8437,130467.9662,540215.4012,608224.3905
260900,5.7301,26,3653,568,1930,585,33.68,-117.97,6914.520606,48494.40336,131000.307,539619.9889,607626.5956
239200,5.5312,27,1732,303,1115,308,33.68,-117.95,6715.759754,49481.71184,129940.1068,540811.6705,608822.9341
372400,8.289,25,1799,233,810,265,33.67,-117.95,5604.366529,50416.37252,129026.5086,541662.0036,609670.9588
262000,3.599,18,2814,539,1439,493,33.74,-117.97,10410.33167,42935.7642,136500.4219,534527.6042,602547.1919
273400,5.4286,24,2991,500,1437,453,33.72,-117.97,10223.78802,44754.86066,134655.2856,536221.2251,604236.8961
318200,6.8645,23,3929,559,1858,538,33.72,-117.96,11148.41575,45282.32793,134137.6903,536820.1194,604837.7514
290900,3.4133,16,6058,1715,3285,1495,33.71,-117.95,10050.67748,46724.34545,132699.066,538266.3799,606283.9633
284600,6.9261,24,4269,618,1954,597,33.69,-117.95,7827.310924,48554.52443,130856.7748,539962.2859,607975.7575
278000,6.3749,24,3451,504,1736,493,33.7,-117.98,9302.559272,46115.16488,133351.0659,537322.4071,605331.4673
243100,5.2655,28,3109,561,1891,562,33.72,-117.98,9299.207165,44240.36646,135177.3003,535623.1875,603636.7891
397600,5.041,16,3581,780,1644,774,33.67,-118.01,7752.597643,47665.92562,132282.5074,538102.5038,606095.5478
408300,2.8352,38,2548,646,755,399,33.65,-118.02,7136.250473,49265.96085,131076.2815,539227.8956,607211.5303
273600,4.7245,13,4000,883,1999,881,33.68,-117.99,7574.56923,47558.32485,132078.2155,538431.7466,606433.2604
353100,4.6591,29,1330,293,613,236,33.66,-117.99,5697.789437,49507.22353,130284.589,540140.2833,608136.2471
331900,5.3886,23,5554,995,2408,936,33.71,-118.02,5758.171741,43296.01279,136408.4577,534092.297,602093.8773
285700,6.3047,23,5069,770,2473,769,33.7,-118.02,6116.011109,44277.09286,135511.523,534945.8812,602944.7157
248800,4.625,13,4013,903,1999,859,33.7,-117.99,8727.524113,45634.57844,133884.7521,536726.9767,604733.6461
216400,5.3259,16,1476,294,886,270,33.69,-117.99,8575.432317,46593.11194,132979.9028,537578.8885,605583.0299
500001,4.2287,32,2035,520,934,512,33.74,-118.1,2679.381124,37165.48529,143520.1408,526798.0989,594784.8817
266100,5.0699,25,2472,450,1301,467,33.73,-118.05,2953.201383,40043.16802,139843.2766,530606.838,598605.7279
68500,1.9074,26,3083,806,960,723,33.77,-118.08,5318.890699,34828.92973,145069.0984,525415.2744,593417.0134
338800,7.0879,16,2070,263,878,297,33.76,-118.04,5632.876204,37540.12471,142001.5529,528645.1146,596654.4088
207500,4.7404,29,3443,635,2257,620,33.74,-117.98,9504.137209,42399.32805,137015.2883,533927.814,601945.5457
284900,6.6539,22,4232,624,2408,660,33.73,-117.98,9336.247035,43315.35636,136094.8548,534775.0177,602790.7362
150000,2.1375,23,1553,518,1988,474,33.76,-117.98,10201.63892,40596.64291,138864.5631,532236.3233,600257.7662
207500,5.1507,34,2115,352,1253,338,33.77,-118.02,7719.607314,37562.97756,141854.0144,528990.9047,597006.8212
204100,5.422,33,1387,238,890,264,33.77,-118.01,8413.882205,38077.88679,141332.4729,529589.8962,597607.7832
255900,5.8053,24,3810,579,1818,590,33.77,-118.03,7078.206617,37063.8942,142379.7193,528392.7806,596406.6156
216600,4.1548,32,3191,634,1718,611,33.79,-118.03,8871.192096,35199.45055,144211.0598,526698.312,594716.3065
270100,6.6453,25,3554,528,1600,537,33.78,-118.03,7947.521507,36126.58798,143294.0011,527545.0559,595561.0239
390900,8.7015,18,3414,434,1272,454,33.78,-118.05,7022.200787,35153.34784,144350.8588,526349.6432,594361.3316
260000,3.2933,16,1139,328,665,290,33.83,-118.02,13230.68985,32193.67293,147400.386,523924.7179,591951.1509
386700,8.6123,21,2997,372,1323,372,33.82,-118.05,11238.09359,31402.40942,148008.453,522961.4522,590981.48
279200,5.6094,24,2233,347,1162,355,33.85,-118.04,14699.10009,29302.70349,150272.166,521034.3012,589060.8505
315900,5.777,23,3132,469,1646,478,33.85,-118.04,14699.10009,29302.70349,150272.166,521034.3012,589060.8505
328500,7.5057,18,3628,546,1922,544,33.85,-118.04,14699.10009,29302.70349,150272.166,521034.3012,589060.8505
217600,3.1497,26,3616,892,2257,821,33.83,-118.02,13230.68985,32193.67293,147400.386,523924.7179,591951.1509
200900,5.1155,34,3482,614,2227,641,33.81,-118.02,11254.92935,33932.12928,145541.101,525609.4721,593632.8374
207000,5.103,34,2079,343,1379,352,33.84,-117.99,15545.09995,33234.2819,146851.5463,524902.1331,592933.1999
165100,2.8169,29,2641,637,2413,619,33.84,-118,15067.89652,32591.37501,147341.4205,524295.1816,592325.268
159400,4.2422,15,2298,567,1261,527,33.88,-117.99,19441.01992,30234.29098,150646.8276,521559.6255,589593.6653
161100,3.9559,42,1461,302,986,314,33.88,-117.99,19441.01992,30234.29098,150646.8276,521559.6255,589593.6653
174000,3.1205,16,1689,499,1260,453,33.87,-117.99,18443.64886,30951.64551,149694.6394,522393.7106,590427.1825
137500,2.8649,17,1740,445,1158,412,33.89,-117.97,21272.83277,31022.33644,150665.3064,521952.0268,589987.0327
171900,3.0375,25,2171,386,248,116,39.14,-120.18,167925.5012,591508.8917,764181.3994,250279.3517,247976.9504
146900,4.8182,19,1746,306,251,104,39.23,-120.08,181105.3824,598558.0862,770380.8835,263463.8434,260899.63
97700,2.6319,15,1117,242,551,229,39.02,-120.83,123083.9865,598695.5447,774858.518,209086.5584,196640.2262
216500,3.3802,17,3949,717,1683,686,38.86,-121.12,96124.69152,593180.9441,770689.8901,182514.7618,166341.3375
128100,3.0917,48,1127,188,530,186,38.87,-121.13,96846.09059,594562.7667,772081.3443,183225.6764,166549.122
220100,6,10,2509,422,1037,389,38.85,-121.08,96439.28228,590643.757,768052.5476,182817.6504,167971.9902
236500,4.2143,22,2750,433,1161,428,38.84,-121.14,93421.87161,591972.0262,769578.9281,179805.8366,163537.9854
220100,3.141,21,2253,416,1050,411,38.73,-121.36,75478.52726,590116.9532,768475.8805,161937.7659,141602.0353
85300,2.7188,43,1292,307,647,249,38.75,-121.27,80286.14572,588314.9417,766433.7335,166480.1905,148519.4049
136500,0.8691,18,549,143,249,136,38.78,-121.24,84265.60527,590031.052,768022.171,170494.3561,152730.6552
218000,6.3914,8,3418,514,1312,409,38.78,-121.22,84795.96879,589221.3278,767161.0484,171089.4359,153924.5143
110200,3.1875,23,1419,261,706,269,38.79,-121.24,85328.19222,591013.7629,768986.8492,171541.0103,153542.0495
162700,4.0862,19,3568,646,1714,590,38.85,-121.39,87620.11858,603051.5909,781281.8331,174064.3951,150230.2283
135500,3.0321,21,4064,871,1847,859,38.92,-121.1,102967.5471,598391.9239,775719.3686,189351.204,172383.9788
220600,4.3553,15,4145,691,1872,680,39,-121.15,109938.2396,608282.3278,785600.4616,196151.563,176225.0454
212800,4.7019,14,2267,355,1140,369,38.98,-121.06,110441.8065,602891.1392,779967.3252,196831.0735,179641.7334
139100,2.5326,24,2069,436,909,374,39.12,-120.96,128118.1948,613397.8904,789823.5974,214510.9568,197018.2287
130500,2.2019,15,3763,784,717,348,39.72,-120.66,199618.6174,665780.7125,839513.2762,286010.9189,265354.8523
83000,2.5893,8,1116,214,27,39,39.75,-121,193004.3225,679215.2844,854370.4752,279485.7922,252338.6632
93600,3.5962,36,1597,301,632,262,40.31,-121.24,228579.0719,744613.1608,919474.8336,335551.5977,300166.9918
77100,2.1524,21,3229,667,1501,582,40.29,-121.23,228866.6092,742233.3647,917099.7346,333509.1655,298382.9959
88900,2.4306,36,730,155,476,142,34,-117.37,64267.28661,80724.47426,144115.6438,551685.3047,619485.1301
82200,2.7596,32,1625,335,1212,327,33.97,-117.36,62224.99484,81962.85827,140686.3464,554654.2822,622470.8429
123400,3.864,24,4481,901,2398,823,33.96,-117.41,58495.5024,77528.48015,140274.6545,552103.6702,619955.9642
112500,12.5381,29,124,22,50,18,33.96,-117.44,56879.49672,74788.35704,140760.8558,550120.0062,617988.4804
132100,2.9583,37,1586,283,675,305,33.95,-117.41,57609.6029,77687.86767,139178.2595,552878.1482,620737.1541
114400,4.0833,49,2527,461,1344,451,33.96,-117.39,59620.21084,79356.19919,139980.4077,553429.5262,621270.6785
142600,4.3542,32,2215,351,771,311,33.95,-117.37,59928.52501,81337.27608,138609.3234,555529.1875,623366.032
113900,3.2731,20,5998,1320,3185,1199,33.93,-117.45,53621.89362,74424.56846,137662.3687,551797.2196,619689.4377
193800,7.7197,4,80,10,55,13,33.89,-117.42,51862.70717,78069.4061,132770.5904,556892.9448,624794.0245
86800,1.6955,24,2316,599,1829,532,34,-117.4,62637.20414,77967.2257,144517.1093,549683.3108,617501.3694
152200,4.2589,21,2634,421,1376,406,33.98,-117.43,59235.79477,75423.64581,142781.3902,549231.6443,617081.3463
142400,4.4545,21,3736,738,2021,640,34.02,-117.49,60233.91474,69540.81803,148208.8522,542164.1128,610019.7003
141000,3.8906,34,1293,215,774,217,33.97,-117.53,53606.55025,66414.45101,143615.8806,543422.906,611330.3345
